Ticket_No,Title,Description,Category,Priority,Department,Status,Resolution_Time_Hours,Arising_Date,Closing_Date,Sentiment_Label,Is_Resolved,Resolution_Speed,SLA_Status,Month,Year,Quarter,Weekday,Priority_Score,Description_Length,Word_Count
1352246278,Enquire About Benefits of Digital Strategy Services for Brand Growth,Is it possible to get information on how digital strategy services can benefit brand growth?,Request,Low,Technical Support,Closed,81.0,2024-04-25 22:02:57,2024-04-29 07:02:57,Neutral,True,Slow,Breached,April,2024,2,Thursday,1,92,15
1352246279,Details on PrestaShop Integration,I am interested in learning about the integration capabilities within the PrestaShop project management SaaS. Could you provide details on how the two systems work togeth ... benefits can I expect from this integration?,Request,High,Returns and Exchanges,Closed,51.0,2025-05-18 06:07:30,2025-05-20 09:07:30,Satisfied,True,Medium,Within SLA,May,2025,2,Sunday,3,219,34
1352246280,,"Customer Support, seeking detailed insights into the data analytics service capabilities that can optimize investment strategies. Would greatly appreciate information on ... assistance. Looking forward to your response.",Request,Medium,Product Support,Closed,134.0,2024-08-08 03:37:20,2024-08-13 17:37:20,Neutral,True,Slow,Breached,August,2024,3,Thursday,2,219,28
1352246281,Severe Malfunction in Data Analytics System,"Respected support group, I am contacting you to bring to your attention a major problem with our data analytics system. The system experienced a failure earlier today, wh ... waiting your response. Sincerely, [Your Name]",Incident,High,Technical Support,Closed,40.0,2025-09-26 15:10:03,2025-09-28 07:10:03,Urgent,True,Medium,Within SLA,September,2025,3,Friday,3,220,35
1352246282,Integration encountered issues after updates,Services were restarted,Incident,Low,Technical Support,Resolved,6.0,2024-05-25 06:29:36,2024-05-25 12:29:36,Satisfied,True,Fast,Within SLA,May,2024,2,Saturday,1,23,3
1352246283,Support Inquiry for Data Breach,"A data breach has been identified, potentially jeopardizing sensitive medical information. It may have occurred due to outdated security measures. Initial efforts to secu ... . Please provide the necessary steps to take.",Incident,High,Technical Support,Closed,79.0,2023-07-18 12:29:48,2023-07-21 19:29:48,Urgent,True,Slow,Breached,July,2023,3,Tuesday,3,220,33
1352246284,Assistance with Website Traffic Decline,Our marketing agency has noticed a sudden drop in website traffic and conversion rates. This may be due to recent algorithm changes or technical issues with the site. We ... hooting and would appreciate your assistance.,Incident,High,Technical Support,Closed,23.0,2025-11-06 23:45:00,2025-11-07 22:45:00,Neutral,True,Fast,Within SLA,November,2025,4,Thursday,3,219,36
1352246285,Problem Loading Data Analytics Dashboard,"The Data Analytics dashboard has encountered a failure to load, which may be due to a server overload or a connectivity issue.",Incident,Low,Product Support,Closed,81.0,2025-12-27 19:26:02,2025-12-31 04:26:02,Urgent,True,Slow,Breached,December,2025,4,Saturday,1,126,22
1352246286,,"Dear Customer Support, I am inquiring about optimizing investment strategies using data analytics products and services. Could you provide insights and leverage the tools ... nce. I look forward to hearing from you soon.",Request,High,Billing and Payments,Closed,40.0,2025-11-30 18:06:08,2025-12-02 10:06:08,Urgent,True,Medium,Within SLA,November,2025,4,Sunday,3,220,34
1352246287,Performance Issues with Analytics Software Suite,Experienced slow performance with analytics software,Problem,Low,Technical Support,Closed,38.0,2025-03-28 17:21:58,2025-03-30 07:21:58,Satisfied,True,Medium,Within SLA,March,2025,1,Friday,1,52,6
1352246288,Query for Details on Airtable Integration Billing Plans,Is it possible to get information on the billing plans for the Airtable integration in our project management SaaS? I would appreciate any details on pricing and available discounts.,Request,Low,Billing and Payments,Closed,149.0,2023-05-26 04:10:44,2023-06-01 09:10:44,Urgent,True,Slow,Breached,May,2023,2,Friday,1,182,29
1352246289,,"Dear Customer Support, we are encountering difficulties with accessing specific digital platforms which is hampering our campaign management. Recent system updates could ... his matter and look forward to your response.",Incident,Low,Technical Support,Closed,139.0,2025-09-30 13:33:03,2025-10-06 08:33:03,Neutral,True,Slow,Breached,September,2025,3,Tuesday,1,219,31
1352246290,Secure Data Transfer Experienced Issues Recently,"Respected Customer Support Team, I am encountering a problem with secure data transmission. The transfer encountered an unexpected failure, and I believe it could be beca ... from me. Thank you for your time and support.",Problem,Medium,Billing and Payments,Closed,103.0,2025-11-07 12:24:46,2025-11-11 19:24:46,Frustrated,True,Slow,Breached,November,2025,4,Friday,2,220,36
1352246291,,seeking assistance in exploring the role of data analytics in enhancing investment strategies for our products. Would like to know if data analytics can offer insights th ... s of data analytics in investment strategies.,Request,Medium,Product Support,Closed,38.0,2024-10-19 17:44:00,2024-10-21 07:44:00,Urgent,True,Medium,Within SLA,October,2024,4,Saturday,2,220,35
1352246292,Guidance Needed for Integrating Google Translate with WordPress for Multilingual Support,I am writing to request assistance in integrating Google Translate with WordPress to support multiple languages. My goal is to make my website accessible to a wider audie ... an provide to make my website more inclusive.,Request,Medium,IT Support,Pending,0.0,2025-02-28 21:49:29,,Neutral,False,Unresolved,Within SLA,February,2025,1,Friday,2,220,37
1352246293,Sharp Decline in Employee Engagement Noted,"Respected Customer Support Team, I am contacting you to report a sudden decrease in employee engagement. The team's enthusiasm has notably diminished, and we are uncertai ... an provide. Thank you for your time and help.",Problem,Medium,Human Resources,In Progress,0.0,2024-07-16 01:55:45,,Frustrated,False,Unresolved,Within SLA,July,2024,3,Tuesday,2,220,36
1352246294,Encountered Issue with Payment Processing,I am reaching out to inform you about an unforeseen error during the payment processing. This error could be related to outdated software or a configuration problem. I ha ... tigation and prompt resolution of this issue.,Incident,High,Billing and Payments,In Progress,0.0,2023-01-29 07:41:01,,Satisfied,False,Unresolved,Within SLA,January,2023,1,Sunday,3,220,37
1352246295,Approaches for Enhancing Digital Brand Expansion,Digital tactics propel brand expansion,Request,Low,Customer Service,In Progress,0.0,2024-07-17 06:37:15,,Satisfied,False,Unresolved,Within SLA,July,2024,3,Wednesday,1,38,5
1352246296,,"A financial organization has encountered delays in data processing, which is impacting their investment optimization efforts. The delays may be due to compatibility issue ... is issue promptly to reduce potential losses.",Incident,Low,Technical Support,Closed,159.0,2024-04-24 19:21:42,2024-05-01 10:21:42,Urgent,True,Slow,Breached,April,2024,2,Wednesday,1,220,32
1352246297,Unexpected Failure in Data Encryption Process Today,I am contacting you to report an issue with our data encryption service. The encryption process failed unexpectedly. Despite restarting the servers and reviewing the sett ... inform me if you require additional details.,Problem,High,Technical Support,Closed,105.0,2023-10-08 00:41:19,2023-10-12 09:41:19,Frustrated,True,Slow,Breached,October,2023,4,Sunday,3,219,34
1352246298,Support Brand Engagement Concern,"Noticing a decline in brand engagement, could you please share specific metrics and details of the areas where there has been a drop? This will help us better understand ... his conversation by sending us your response.",Incident,High,Product Support,Resolved,105.0,2023-11-29 17:40:52,2023-12-04 02:40:52,Urgent,True,Slow,Breached,November,2023,4,Wednesday,3,219,37
1352246299,Assistance Request for Zoom Connection Issues,"I am reaching out for support regarding the problems I encountered during a recent data analysis meeting using Zoom. The call was frequently dropped, which has significan ... tional steps to take to resolve this problem?",Incident,Medium,Technical Support,Closed,44.0,2024-06-14 20:42:18,2024-06-16 16:42:18,Neutral,True,Medium,Within SLA,June,2024,2,Friday,2,220,36
1352246300,Support Concern Regarding ClickUp Integration,There seems to be an integration problem with DocuSign that has affected the document sign-off process. It might be due to recent updates.,Incident,Low,Technical Support,Closed,29.0,2025-01-25 09:29:38,2025-01-26 14:29:38,Frustrated,True,Medium,Within SLA,January,2025,1,Saturday,1,138,23
1352246301,Enhance Digital Growth Strategies,Request assistance in optimizing digital strategies utilizing Microsoft Azure and Zapier to enhance brand growth and market reach. Need help in integrating tools to strea ... ation? Looking forward to your response soon.,Change,Medium,Technical Support,Closed,10.0,2023-10-26 06:28:26,2023-10-26 16:28:26,Frustrated,True,Fast,Within SLA,October,2023,4,Thursday,2,220,33
1352246302,Enhance Digital Marketing Content Creation,"Hello Customer Support, I am contacting you to seek information on how to integrate streaming equipment with Zoom and WordPress to boost our digital marketing content cre ... ration and support. Kind regards, [Your Name]",Change,High,Technical Support,Closed,54.0,2023-12-18 22:08:12,2023-12-21 04:08:12,Urgent,True,Medium,Within SLA,December,2023,4,Monday,3,220,35
1352246303,Secure Medical Data in Salesforce,"Inquiring about securing medical data in Salesforce CRM, specifically its integration with Norton 360. Looking for guidance on best practices for implementing this integr ... ons or resources that could help get started.",Request,High,IT Support,Closed,162.0,2023-08-02 16:48:29,2023-08-09 10:48:29,Urgent,True,Slow,Breached,August,2023,3,Wednesday,3,220,33
1352246304,Trouble with Digital Strategy Tools Access,Facing sporadic difficulties accessing digital strategy tools. This could be related to server maintenance or network fluctuations. After clearing the cache and restartin ... iate prompt assistance to resolve this issue.,Incident,Low,Service Outages and Maintenance,Closed,101.0,2023-08-29 16:46:29,2023-09-02 21:46:29,Satisfied,True,Slow,Breached,August,2023,3,Tuesday,1,220,31
1352246305,Problem with Delay in Adobe Creative Cloud Services,"Noted a delay in accessing Adobe Creative Cloud services, which has affected project timelines. This delay may have been caused by recent maintenance updates.",Incident,Low,Customer Service,Pending,0.0,2023-04-30 20:55:22,,Satisfied,False,Unresolved,Within SLA,April,2023,2,Sunday,1,158,24
1352246306,Asking for Updates on Digital Strategy Tools,I am writing to request updates on our digital strategy tools. The current tools provide the necessary insights for tracking brand growth and analytics integration. Howev ... ential updates and enhancements to the tools.,Change,Medium,Technical Support,Closed,107.0,2024-04-04 11:55:43,2024-04-08 22:55:43,Frustrated,True,Slow,Breached,April,2024,2,Thursday,2,220,34
1352246307,Enhancing Data Analytics Services on Google Cloud,Looking to seek advice on optimizing data analytics investments using Google Cloud Platform. Could you provide recommendations and practices for effectively utilizing Goo ... ? Your guidance would be greatly appreciated.,Request,High,Technical Support,Closed,73.0,2023-06-07 02:48:03,2023-06-10 03:48:03,Frustrated,True,Slow,Breached,June,2023,2,Wednesday,3,220,31
